iter	RMSE
390	0.03004727057
391	0.03000040435
392	0.02987184426
393	0.02986279655
394	0.0297965259
395	0.02968614666
396	0.02959872656
397	0.02955992902
398	0.02955110017
399	0.02943308925
400	0.0293312327
401	0.02924844139
402	0.02918803351
403	0.02897964751
404	0.02891277998
405	0.02882483048
406	0.02878142472
407	0.02866076476
408	0.02857572969
409	0.02850610673
410	0.02842382371
411	0.02839752357
412	0.02827959515
413	0.02815535926
414	0.02801555009
415	0.02792369261
416	0.02786806749
417	0.0277735576
418	0.02767107904
419	0.02762675718
420	0.02756147011
421	0.02749939275
422	0.02737156643
423	0.02736644446
424	0.02724331365
425	0.02723703034
426	0.02714277934
427	0.02705993249
428	0.02697130096
429	0.02690420599
430	0.0268133077
431	0.0267224004
432	0.02659980516
433	0.0264936842
434	0.02641277593
435	0.0263297652
436	0.0262566662
437	0.0261809031
438	0.02602826729
439	0.02596915931
440	0.02589406238
441	0.02583642312
442	0.02574341086
443	0.02564688231
444	0.02561457768
445	0.02546906448
446	0.02539833766
447	0.02533729536
448	0.02520787786
449	0.02520110683
450	0.02511510194
451	0.0250973209
452	0.02509195575
453	0.02503730946
454	0.02498493104
455	0.02493983221
456	0.02483348939
457	0.02472417416
458	0.0246633612
459	0.02461778996
460	0.02451108851
461	0.02446088465
462	0.02441229369
463	0.02433502451
464	0.02422083902
465	0.02419012291
466	0.02418418729
467	0.02413506077
468	0.02412928604
469	0.02412541245
470	0.02407970641
471	0.02402850703
472	0.02396047255
473	0.02395645382
474	0.02386700023
475	0.02380530304
476	0.02376992856
477	0.02368697716
478	0.02363362831
479	0.02357730185
480	0.02354687583
481	0.02352576935
482	0.02345513644
483	0.02336190589
484	0.02328703607
485	0.02324818447
486	0.02318172908
487	0.02312930248
488	0.02312577791
489	0.02303008482
490	0.02300848422
491	0.02293650347
492	0.02284569107
493	0.02279002662
494	0.02266496037
495	0.02257633856
496	0.02253997909
497	0.02253533158
498	0.02246897093
499	0.02243376372
